,BOVA11,IVVB11,IBOVESPA,FII,LFT
2016-02-18,-0.002484435417568528,0.012578782206860185,-0.003681915865800125,-0.0014373626873900357,2.0845613193446546e-06
2016-02-19,0.0012429892610037986,-0.009797827071084045,0.0015658691965014378,0.002887602530118786,2.0845613193446546e-06
2016-02-22,0.04160675784447365,-0.0027809551357760756,0.039921317024709066,2.987973407263797e-05,2.0845613193446546e-06
2016-02-23,-0.015612127056824226,-0.010561933658790497,-0.016652280870889713,-0.0024680844496892517,2.0845613193446546e-06
2016-02-24,-0.010463662628709675,0.0052313186238728245,-0.01030668887796445,0.008047387768167002,2.0845613193446546e-06
2016-02-25,-0.006872942999050191,0.011891282701254157,-0.0046919929360499475,0.004484029940696758,2.0845613193446546e-06
2016-02-26,-0.008658025159889558,0.01001013201056167,-0.007067505849896378,0.005619193736554442,2.0845613193446546e-06
2016-02-29,0.029377896122990868,-0.0037420906660138253,0.02846602196716616,0.0008673473681706101,2.0845613193446546e-06
2016-03-01,0.030881295395206034,-0.0004999160870715876,0.030560618428812192,-0.0007644024068680778,2.0845613191226104e-06
2016-03-02,0.01739174271186924,-0.004134589877477473,0.017323356316202326,0.006946304198812763,2.0845613193446546e-06
2016-03-03,0.049337376500038006,-0.02234448841757058,0.04996369591870398,0.0053743602585925405,2.0845613191226104e-06
2016-03-04,0.04073441458641775,-0.00605244559721043,0.039307912636007324,0.01187649554160764,2.0845613193446546e-06
2016-03-07,0.003565107803436335,0.007848230986070891,0.0032746569011188648,0.000416182322564209,2.0845613191226104e-06
2016-03-08,-0.0014664230956973542,-0.015498139772555014,-0.0029283788771468826,0.000530739892539981,2.0845613193446546e-06
2016-03-09,-0.00947875994908149,-0.017595043858749878,-0.00893968128999984,0.0057198168311285045,2.0845613193446546e-06
2016-03-10,0.028170845570010417,-0.017236059808819263,0.018445899442574826,0.003195971102341538,2.084561319566699e-06
2016-03-11,-0.0028848030138166705,0.005376377711051793,0.001370829768141495,0.0045096224817379816,2.0845613193446546e-06
2016-03-14,-0.02782893289713579,0.018198054827781814,-0.015674493045595584,0.007056754498304256,2.0845613193446546e-06
2016-03-15,-0.029499453207049567,0.02765149572478203,-0.03619258110793824,-0.004096866211733983,2.0845613193446546e-06
2016-03-16,0.011731634222253949,0.0020466067707094935,0.013341540246337874,-0.001454124746223876,2.084561319566699e-06
2016-03-17,0.06784030076461714,-0.019743834139325536,0.06388665367133987,0.011280902964397908,2.0845613191226104e-06
2016-03-18,-0.00708860637346973,-0.013911053430986725,-0.001946348263587349,0.00863765019835856,2.084561319566699e-06
2016-03-21,0.010312462684051785,0.011170344193500293,0.007000920865058736,-0.0034475018971516763,2.0845613193446546e-06
2016-03-22,-0.0028202958131921356,-0.0066871620194892175,-0.0031708155199533486,0.010093833107796268,2.0845613193446546e-06
2016-03-23,-0.028026768990847464,0.006948553276433064,-0.026217986320606016,0.00351576273697011,2.0845613193446546e-06
2016-03-24,0.0037274903743266773,0.007030375342436014,-0.0006643381524092024,-0.002532576515881685,2.0845613193446546e-06
2016-03-28,0.02288614231514417,-0.012795622484746815,0.023504738982562154,0.009785864426420297,2.0845613191226104e-06
2016-03-29,0.0030257516492435523,0.011107575809247639,0.006216132886521348,0.007059163976745618,2.0845613193446546e-06
2016-03-30,0.000604022544164945,-0.0018210124003316178,0.0018358663021269513,-0.0008517772914701501,2.084561319566699e-06
2016-03-31,-0.021156218658487835,-0.00862970884660846,-0.0235737047615832,0.004810442451379874,2.0845613193446546e-06
2016-04-01,0.009820036984304599,-0.002366557795620287,0.010077905146824268,0.0011300956402504748,2.0845613193446546e-06
2016-04-04,-0.03712187948873558,0.011907187353107727,-0.035879913230497135,-0.004122939320994762,2.0845613191226104e-06
2016-04-05,0.0006336208581066388,0.006611836459206018,0.005601339337970741,-0.0019663962170048837,2.0845613193446546e-06
2016-04-06,-0.011467547918540709,0.0015494224584578502,-0.019722718555180988,0.0019123888719928194,2.0845613193446546e-06
2016-04-07,0.004900394271184654,-0.0007744603941921373,0.008632789693352428,-0.003726792207804133,2.0845613193446546e-06
2016-04-08,0.03897542357351362,-0.0214023495960006,0.03603409914748821,0.004914280539935652,2.084561319566699e-06
2016-04-11,-0.006562773879636155,-0.025246775301267906,-0.0025483300338285746,-0.0012617531944211537,2.0845613193446546e-06
2016-04-12,0.03933943086394936,0.002971786927500074,0.03596460700268673,0.005212133011633008,2.084561319566699e-06
2016-04-13,0.018813000618520568,0.037850232363516916,0.021835925407694037,0.005479062040312796,2.0845613193446546e-06
2016-04-14,-0.011912977457781072,-0.031128873491867184,-0.01400161182772751,0.001728574290235758,2.0845613193446546e-06
2016-04-15,0.015788215168644065,-0.021943218107123245,0.01546808072126674,0.008717328084556214,2.0845613193446546e-06
2016-04-18,-0.009911621756472103,0.08351308249979662,-0.006294662800047243,0.0020075421623270296,2.0845613191226104e-06
2016-04-19,0.02010897015146763,-0.039966780592157816,0.015309293035919255,-0.00034310976549857915,2.084561319566699e-06
2016-04-20,-0.005566784866820826,0.0014412136755971206,-0.001471944816306744,0.003642823293840661,2.0845613193446546e-06
2016-04-22,-0.012590994926660378,0.004832540629376991,-0.013572702937260395,0.0014192787716561946,2.0845613193446546e-06
2016-04-25,-0.018692148445478878,-0.006798256430215805,-0.019968211428607992,0.002629535576140598,2.0845613193446546e-06
2016-04-26,0.02297150182213182,-0.004997444359608358,0.02327038159440354,0.00657302345318466,2.0845613193446546e-06
2016-04-27,0.02586595936342466,0.0022387337250611428,0.025940224118275464,0.004265284699515441,2.0845613193446546e-06
2016-04-28,-0.004169782483147532,-0.018453885061901647,-0.003051753448525872,0.0040471750916126386,2.0845613193446546e-06
2016-04-29,-0.009542056855335835,-0.021124652714000727,-0.0074106582735649264,0.00275768040075181,2.0845613193446546e-06
2016-05-02,-0.0042275469733004944,0.024602480484660495,-0.00649467730050099,0.0025896678429784886,2.0845613193446546e-06
2016-05-03,-0.022000324166960586,0.011286032157561061,-0.024608601332813593,-0.0032139900392454596,2.0845613193446546e-06
2016-05-04,0.004321382119962203,-0.011820303789049287,0.0055909240881632195,-0.003967427186190236,2.0845613193446546e-06
2016-05-05,-0.013616364516657755,-0.0013368782090175644,-0.016925488478723653,0.0032525180812265817,2.0845613193446546e-06
2016-05-06,-0.00039746536943891046,-0.006711434587986804,0.0009091876938089716,0.004403693355506408,2.0845613193446546e-06
2016-05-09,-0.01582725417945166,0.0036297230031595257,-0.014176348328650416,-0.004629221172096536,2.0845613193446546e-06
2016-05-10,0.04075739833215692,-0.015825016899689886,0.04000110463270916,0.007895335289821968,2.0845613193446546e-06
2016-05-11,-0.006808746936863679,-0.00040906497701915503,-0.005801499713100057,0.003701486095286412,2.084561319566699e-06
2016-05-12,0.004285188093163827,0.00923167439491011,0.008999636233864091,0.008202773257734566,2.0845613193446546e-06
2016-05-13,-0.024197099072263847,0.004180406110864398,-0.027361409859196786,0.006040715915110611,2.084561319566699e-06
2016-05-16,-0.0021927768846819505,0.00416310528556266,-1.930371500057379e-05,0.006990256538185799,2.0845613193446546e-06
2016-05-17,-0.014675095604311563,-0.012948643867287401,-0.018784286070069343,0.0024727280796766104,2.084561319566699e-06
2016-05-18,-0.007929275635656935,0.020824227932055427,-0.005463470557999601,-0.000547583800224593,2.084561319566699e-06
2016-05-19,-0.001838802227005914,-0.003196138867839361,-0.008520832128915993,-0.0052608544299317965,2.0845613193446546e-06
2016-05-20,-0.012760056739389153,-0.00602054911155667,-0.008211871174906026,0.0024560133083857583,2.084561319566699e-06
2016-05-23,-0.011666748135254331,0.01293266816737308,-0.0079351874688024,-0.003752068036798726,2.0845613191226104e-06
2016-05-24,0.002720463199916532,0.014596887973113568,0.0003040283783237267,0.0024904431216239025,2.0845613193446546e-06
2016-05-25,0.0016705335284876335,0.010777249513488728,0.002792732620159862,0.0005935367151739008,2.0845613193446546e-06
2016-05-27,-0.00690889035755977,0.009895302186284653,-0.008768603080740742,0.0009738861947266894,2.0845613193446546e-06
2016-05-30,-0.0018925493109704463,0.0038290162621341796,-0.0017752389501235184,0.004296234644493587,2.0845613191226104e-06
2016-05-31,-0.010367127022690594,-0.004468548395875366,-0.010099022570578084,0.0017691593660557824,2.084561319566699e-06
2016-06-01,0.009735507252844592,-0.004874366850527721,0.011099257402941778,0.0031457082104688863,2.0845613193446546e-06
2016-06-02,0.01919128514873126,0.000514216710368554,0.01767487872825717,0.0011431291466736113,2.0845613193446546e-06
2016-06-03,0.014359158474501787,-0.018549080414398674,0.014566552110423117,0.00032107684509114615,2.0845613191226104e-06
2016-06-06,-0.005104656470725946,-0.00472442643538588,-0.003701105648896192,0.0059520871011916445,2.0845613193446546e-06
2016-06-07,0.0020450373098313433,-0.011510282899117073,0.001109790046524391,-0.0053225817974962885,2.0845613193446546e-06
2016-06-08,0.02621116237656869,-0.018805141283497327,0.022347845837889322,0.00852705486764114,2.0845613193446546e-06
2016-06-09,-0.011810769931816392,0.005948407888988891,-0.00994684444657061,0.001259369014797636,2.0845613193446546e-06
2016-06-10,-0.03524957664716779,0.0005390232439445515,-0.03374101648609052,0.0036407918222798757,2.0845613193446546e-06
2016-06-13,0.0033319450284598614,0.006846969122316828,0.004824247621240193,-0.00214506048197414,2.0845613193446546e-06
2016-06-14,-0.021009176762869036,-0.00187490871960562,-0.020609218990598383,-0.003887440410662564,2.0845613193446546e-06
2016-06-15,0.00634929226677669,-0.005241587110512831,0.005473400091583536,0.0015910318135716186,2.0845613193446546e-06
2016-06-16,0.012578750015322444,0.0037659598650392374,0.010109211765175043,-0.0009604356344138554,2.0845613193446546e-06
2016-06-17,0.00041658941798743734,-0.018015985931267235,0.0024659928006129234,-0.000704089564786137,2.0845613193446546e-06
2016-06-20,0.01365067406246581,0.0010928170599382313,0.015922149250212212,0.0008387284878779392,2.0845613193446546e-06
2016-06-21,0.013669460571613981,0.0025908849807569595,0.010062654718989768,-0.0006550051502105423,2.0845613193446546e-06
2016-06-22,-0.015931684885520256,-0.009441165428715675,-0.01350595811609064,-0.0003123497607746075,2.0845613193446546e-06
2016-06-23,0.03121455107743015,0.00137379439251687,0.027608029742695293,-0.0008518018574454897,2.0845613193446546e-06
2016-06-24,-0.03121455107743009,-0.02741795300595187,-0.028625374560694423,-0.0007359525397492087,2.0845613193446546e-06
2016-06-27,-0.01493496406427149,-0.013352505497584563,-0.017292657464688648,-0.0003620420437853793,2.0845613191226104e-06
2016-06-28,0.016580753986264664,-0.0074637439677583016,0.015334849583457027,0.0020906721367867777,2.0845613193446546e-06
2016-06-29,0.017522795475328874,-0.003608288345683438,0.019701852012624702,0.0017317611071417391,2.0845613193446546e-06
2016-06-30,0.007846397864448348,0.00461627592165779,0.010241094490196907,0.0015700652328023573,2.0845613193446546e-06
2016-07-01,0.016102078416541817,0.008455748339134319,0.013608536920688946,0.005648907156787978,2.0845613193446546e-06
2016-07-04,0.0058985472774229,-0.006012015893520229,0.006412113341820557,-0.0008805410126758082,2.0845613193446546e-06
2016-07-05,-0.015011112090987733,0.020885907691007264,-0.013925960847657478,0.00023083745500931838,2.0845613193446546e-06
2016-07-06,0.002980658413512478,0.015071373806035172,0.0011566935281019388,-0.001598731082047104,2.084561319566699e-06
2016-07-07,0.0015860038120415014,0.007588902420935965,0.0021748134480225013,0.0011613096742305704,2.0845613191226104e-06
2016-07-08,0.02097498649824028,-0.003856206086157425,0.021416619847781714,0.005623268912541917,2.084561319566699e-06
2016-07-11,0.014444160820145125,0.007560630289248982,0.015294272968914915,-3.0213214658126354e-05,2.0845613191226104e-06
2016-07-12,0.00495904382129353,0.0017788180710282622,0.005470554043727625,-0.00019338619282862048,2.0845613193446546e-06
2016-07-13,0.00663695372770821,-0.006858737306279191,0.0062836666600502526,0.0005558845353475032,2.0845613193446546e-06
2016-07-14,0.013143275192351844,0.0019251846883768043,0.01604336775419624,0.0037261057116602567,2.0845613193446546e-06
2016-07-15,0.0063220766212678655,0.0028808454405718966,0.0017468197024159895,0.007094163449407201,2.0845613193446546e-06
2016-07-18,0.017091297034624663,-0.004118098586329818,0.016169972707060182,0.007038256992953032,2.0845613193446546e-06
2016-07-19,0.0030928464292907186,0.00013757150841257171,0.0037815245359741887,0.008931637110519352,2.0845613193446546e-06
2016-07-20,-0.0014542452303778304,0.002198155303249566,-0.002118719673889091,0.00552448711434524,2.0845613193446546e-06
2016-07-21,-0.000727951169033311,0.006565414412555292,0.0011128875277511148,0.0030249258075175627,2.084561319566699e-06
2016-07-22,0.002182196399411007,-0.002730335460557018,0.006353250341446929,0.005813868460166147,2.0845613193446546e-06
2016-07-25,0.0009078391563046952,0.005725181470350418,-0.002265643120636412,0.0035472624062049514,2.0845613193446546e-06
2016-07-26,-0.0009078391563046989,-0.004359081898895538,-0.001583726663113689,-0.001711299617486972,2.084561319566699e-06
2016-07-27,0.0,-0.0016396061718456595,0.0012320040982441004,0.0041402427218787214,2.0845613193446546e-06
2016-07-28,-0.0009086640771906042,0.010880061971579499,-0.003276958534990472,0.00044937088832888006,2.0845613193446546e-06
2016-07-29,0.012287836274580221,-0.016089797645308636,0.011248199313333557,-8.640179721113816e-05,2.0845613193446546e-06
2016-08-01,-0.011560811248108578,0.006166473224982518,-0.009678852386058936,-0.000576202839335896,2.0845613193446546e-06
2016-08-02,-0.011696028347801235,-0.006854036714523118,-0.01052100602600993,0.0040264650314886085,2.0845613193446546e-06
2016-08-03,0.01622789499734279,-0.004549455732083864,0.016160861794773614,0.0002755073945243312,2.0845613193446546e-06
2016-08-04,0.009540145732551549,-0.013774207246277596,0.009017162195624515,0.004409253964011208,2.0845613193446546e-06
2016-08-05,0.0005372755531548653,0.0,0.0011626394958511557,0.00030849210447751285,2.0845613191226104e-06
2016-08-08,0.0003580461589996544,-0.001822860434939904,-0.00045101305233009436,0.0013927419856911867,2.084561319566699e-06
2016-08-09,0.0010733699366945475,-0.004924364089114076,0.000936492038891841,-0.0012213985959855936,2.0845613193446546e-06
2016-08-10,-0.014406862313809856,-0.008498612832532313,-0.013419740870216103,0.00019986352243178926,2.0845613193446546e-06
2016-08-11,0.024369609073731414,0.008498612832532464,0.02395532013479511,-0.0015371212009244462,2.0845613193446546e-06
2016-08-12,0.0003539228898254363,0.013170917958387028,-3.430590576503535e-05,0.002290532993210653,2.0845613191226104e-06
2016-08-15,0.012835400071937533,0.00555250651939998,0.014441176004052935,0.0015051228319033173,2.084561319566699e-06
2016-08-16,-0.004728149092143302,-0.00499585583273244,-0.004932171590290602,-0.0007921875904062423,2.0845613191226104e-06
2016-08-17,0.008912218327520953,0.005549425130794643,0.007937154015272105,-0.007784189402499389,2.0845613193446546e-06
2016-08-18,-0.002438590130615686,0.011554515873063147,-0.0026668933014690525,-2.8730430987184778e-05,2.0845613193446546e-06
2016-08-19,0.00017435385261580186,-0.010724788808182277,-0.0011330487831205894,0.004609280594881814,2.0845613193446546e-06
2016-08-22,-0.022928681062543404,-0.0006913562235233124,-0.022554001880149218,-0.0007724637111607732,2.0845613193446546e-06
2016-08-23,-0.0008924451712542001,0.010184479240074004,0.004127776778280755,-0.0006012179137899377,2.0845613193446546e-06
2016-08-24,-0.0017872832775145755,-0.0064565267567696875,-0.005218695422564188,0.0016024452159353838,2.0845613193446546e-06
2016-08-25,0.0028581627758146,-0.0012410721947127324,6.930006932780706e-05,0.0017939786563088143,2.0845613193446546e-06
2016-08-26,-0.0017854367965574327,0.011251486464159646,-0.00010395190501231262,0.0038058170036026646,2.0845613193446546e-06
2016-08-29,0.015779059919214793,-0.004101770233503817,0.015370899053328509,0.0023230793222599583,2.0845613193446546e-06
2016-08-30,0.0007033746778229055,-0.0013709691755766956,-0.0005973460944785389,7.942316096998761e-05,2.0845613193446546e-06
2016-08-31,-0.01701865374404483,-0.004675425626126147,-0.011573328806886985,0.0024533354703989404,2.0845613193446546e-06
2016-09-01,0.0057051267946449345,0.005224059786246901,0.005769064624107027,-0.003741904003840083,2.0845613191226104e-06
2016-09-02,0.026317308317373358,0.003831929972411042,0.023420274208098422,0.007526235757160198,2.0845613193446546e-06
2016-09-05,-0.0012128511343670488,0.00013661321075162581,-0.0008390529263373848,0.00010710832890238995,2.0845613193446546e-06
2016-09-06,0.007599322056789059,-0.008917015279022418,0.009407312786719151,-0.0013650801142801082,2.0845613193446546e-06
2016-09-08,0.0029207474395552867,0.0012394681088944977,0.0017115182682615763,0.0031616614619587396,2.0845613193446546e-06
2016-09-09,-0.03900799753043124,-0.004552071017203387,-0.03776076200140179,-0.001774033687561163,2.0845613193446546e-06
2016-09-12,0.0115279756484679,0.002761246368524808,0.010052749643691588,-0.001912720736383844,2.0845613193446546e-06
2016-09-13,-0.027531251786896388,0.007964912108624482,-0.030589784482119426,-0.002335201235336472,2.0845613193446546e-06
2016-09-14,0.00018128022466993072,0.006951600604802047,0.0041798445119433855,0.00350922165590071,2.0845613193446546e-06
2016-09-15,0.015465163486148846,-0.0013593328711378984,0.014786992693912848,-0.0010384861612491047,2.0845613193446546e-06
2016-09-16,-0.011486116509661089,-0.016318426210813464,-0.014419020305212141,-0.0011808945093370591,2.0845613193446546e-06
2016-09-19,0.0019835331686942634,0.004827241550390921,0.0047190509667440214,0.0037131339605039485,2.0845613193446546e-06
2016-09-20,0.007001252992761932,-0.00676468175662255,0.0067080521945923205,0.00027032811239052193,2.0845613193446546e-06
2016-09-21,0.013327606951577352,-0.005695697256956514,0.01133224906009474,-0.00011262783270891639,2.0845613193446546e-06
2016-09-22,0.008962335982967485,0.012185208480391388,0.010222598989119964,0.00322738721434696,2.0845613193446546e-06
2016-09-23,0.0019225840066661249,-0.00041305539168496827,-0.005047125616543103,0.00527962751820277,2.0845613193446546e-06
2016-09-26,-0.017793161171241058,-0.007601383098822605,-0.011015006317242714,0.0015846006942450421,2.0845613193446546e-06
2016-09-27,0.006908241181607461,0.0018018890812406152,0.0056340112614050334,0.004194861056107607,2.0845613193446546e-06
