,BOVA11,IVVB11,IBOVESPA,FII,LFT
2015-10-08,0.0018929472987251799,-0.00634922767865878,0.003937936756608279,0.0015451101054372457,2.0845613193446546e-06
2015-10-09,0.004193773408045455,-0.00638979809877101,0.004692984386486176,0.0017186854881151362,2.0845613193446546e-06
2015-10-13,-0.03969792676529707,0.019802596609826237,-0.040853242052652734,-0.001993667422124905,2.0845613193446546e-06
2015-10-14,-0.01381148933501155,-0.015325473972549747,-0.013883058650144022,0.000881085272037396,2.0845613193446546e-06
2015-10-15,0.010758731015991748,0.023462234637835304,0.009609005340860535,-0.0021441527176929184,2.0845613193446546e-06
2015-10-16,0.0013094187596221383,0.00547063952627753,0.0015890338841578757,-0.0005650156589020454,2.0845613193446546e-06
2015-10-19,0.0032662310664233543,0.004330331181457928,0.004456984871366074,0.00040966817451276613,2.0845613193446546e-06
2015-10-20,-0.009830789532621865,-0.012422519998557209,-0.007828739574018714,0.0012703164089963963,2.084561319566699e-06
2015-10-21,0.00021956176497964078,0.024692612590371414,-0.0010839187909682097,-0.0014468769397015832,2.0845613193446546e-06
2015-10-22,0.016111775892561558,0.0024360176718729457,0.015739053560766044,0.002483106285810592,2.0845613193446546e-06
2015-10-23,-0.007370511553549778,0.007272833312065755,-0.003669959765062149,-0.001127920375616615,2.0845613191226104e-06
2015-10-26,-0.003924145200594848,0.004819212899189073,-0.008185181660239727,0.0023953119720667763,2.0845613193446546e-06
2015-10-27,-0.005036680903396603,-0.006874533673814379,-0.0035224753138744323,0.0005979325780561552,2.0845613193446546e-06
2015-10-28,-0.004620958511675748,0.010473854383243403,-0.006440353234369332,0.001398468939815072,2.0845613193446546e-06
2015-10-29,-0.02591744354527122,-0.012290751448135344,-0.024100160666983426,0.005099407248235063,2.0845613193446546e-06
2015-10-30,0.004967298905294394,-0.0009704249753008028,0.0052679444645644695,-0.0007548647193607174,2.0845613193446546e-06
2015-11-03,0.04900462992159006,-0.008531490920634018,0.04653587093938447,0.005126052560612553,2.0845613193446546e-06
2015-11-04,-0.009697323191664048,0.0018343206620228731,-0.007184359041584611,4.869345039263096e-05,2.0845613193446546e-06
2015-11-05,0.005829671150062279,-0.007973075590355226,0.0070386789755628254,0.0009664221235455869,2.0845613193446546e-06
2015-11-06,-0.020005059149080885,-0.0034542199128248514,-0.02375698781840145,0.0014305359309621838,2.0845613193446546e-06
2015-11-09,-0.017056576591262217,-0.0018554217790175132,-0.015551143562468424,-0.0012359739380337696,2.0845613193446546e-06
2015-11-10,0.0037908839298528216,-0.0017348132596560336,-0.0003464178266613144,0.003107854684280157,2.084561319566699e-06
2015-11-11,0.018741557985551438,-0.0026078759324293004,0.019004475703136427,0.0004708847873503521,2.0845613193446546e-06
2015-11-12,-0.00987818251323028,-0.009872006922926552,-0.003853159138249745,-0.0011984221057274663,2.0845613191226104e-06
2015-11-13,-0.0024296115020542774,0.004760781784022689,-0.007858628682025304,0.00010396631500760251,2.0845613193446546e-06
2015-11-16,0.004853250346236926,-0.00012501888769402488,0.007069135303701328,0.007257792863755352,2.0845613193446546e-06
2015-11-17,0.009854470915602565,0.008711902785938848,0.008523352518956953,0.0020071218296955928,2.0845613191226104e-06
2015-11-18,0.004131841017640171,-0.003599945356804314,0.003971109100981871,-0.0007487626875257373,2.0845613193446546e-06
2015-11-19,0.013365124887819976,-0.007615049404674762,0.014711225290463505,0.004744121604807717,2.0845613193446546e-06
2015-11-23,-0.0051524733753331225,0.0025030919755402556,0.00022847885112216974,-0.00019836316255922873,4.169122638919319e-06
2015-11-24,0.007077816808303977,-0.006521174754061105,0.0027791045947459913,0.001360390963246605,2.0845613193446546e-06
2015-11-25,-0.029937182695222626,0.014613363571160446,-0.02978643978018516,-0.004114175730041977,2.0845613193446546e-06
2015-11-26,0.005271298716949717,0.0004958586260485938,0.0059353667910603015,-0.0036078174066008504,2.0845613193446546e-06
2015-11-27,-0.0234940184051771,0.008760609636905925,-0.02737246115563173,-0.0031856823058247856,2.0845613193446546e-06
2015-11-30,-0.02016150250129261,0.02475254819800399,-0.01655110150432058,0.003261408329109055,2.0845613193446546e-06
2015-12-01,-0.0038977920387081636,-0.006613419711896711,-0.0016192180276529398,-0.004920322259420198,2.0845613193446546e-06
2015-12-02,-0.0016093737590980601,-0.00884581004684217,-0.002934574480980558,0.005484644708965799,2.0845613193446546e-06
2015-12-03,0.03415467416514162,-0.038588007932308474,0.032376771101247606,-0.008782988135057021,2.0845613193446546e-06
2015-12-04,-0.01953588007507728,0.01618698108760188,-0.022495880750547946,0.0006799606162374564,2.0845613193446546e-06
2015-12-07,-0.003407106361925652,-0.004240948674612534,-0.0030468980561962726,0.0040217268697707075,2.0845613193446546e-06
2015-12-08,-0.020690428338876472,0.01242251999855711,-0.017398337732047034,0.000179596461050933,2.0845613193446546e-06
2015-12-09,0.036492128345158276,-0.02500130220541727,0.036779001495139935,0.0010079045415055754,2.084561319566699e-06
2015-12-10,-0.007418305943433852,0.016197239132327772,-0.010399160633063237,-0.0014154968167118425,2.0845613191226104e-06
2015-12-11,-0.00906628004269939,0.002487834965971298,-0.008097388402767376,-0.0029825463695630204,2.0845613193446546e-06
2015-12-14,-0.011219301937020618,-0.0027370162423617185,-0.01146551833543779,-0.0013176420278476007,2.0845613193446546e-06
2015-12-15,0.0016104845210651703,0.018269899454403837,0.0027895888385380085,0.00018734973045212607,2.0845613193446546e-06
2015-12-16,0.005502115527709219,0.016739804726032353,0.0032039899249419828,-0.04956060429541355,2.0845613193446546e-06
2015-12-17,0.0,-0.010885374696882891,0.005427752395069128,0.01745396360170454,2.0845613193446546e-06
2015-12-18,-0.026878351154321585,-0.003166898249501314,-0.030280876356127532,0.003454531334533493,2.0845613193446546e-06
2015-12-21,-0.01490625136793477,0.013330280620250788,-0.016324362919854916,-0.00039277157981338484,2.0845613193446546e-06
2015-12-22,0.006652407005986579,0.006957823496801081,0.006230549750636163,0.003735790178714939,2.0845613193446546e-06
2015-12-23,0.012238337276691517,0.0,0.012459439912168836,0.0008180134112413484,2.0845613193446546e-06
2015-12-28,-0.005865119452398134,-0.026038425427246,-0.005718923298325978,0.007021550413846049,4.169122638475232e-06
2015-12-29,-0.0018841699587269908,0.01268001516954183,-0.0025166454976576903,-0.0005084853602219178,2.0845613193446546e-06
2015-12-30,-0.006859804627877323,0.015150008488835414,-0.006988212890335005,-0.0046661063266717215,2.0845613193446546e-06
2016-01-04,-0.0247520169675861,-0.00826800499635899,-0.028285564709668344,-0.007694428181238472,4.169122638475232e-06
2016-01-05,0.0019446246342391363,-0.001324431112237434,0.006575236555837729,-0.004343501263145917,2.0845613193446546e-06
2016-01-06,-0.016650734897926518,-0.01090260992382957,-0.015346177260970864,0.0035994216695396583,2.0845613193446546e-06
2016-01-07,-0.025761053510372497,-0.013488843200329611,-0.02614496303274462,-0.007572364854199139,2.0845613191226104e-06
2016-01-08,-0.003299103762512201,-0.012422519998557209,-0.002041645340028461,-0.003467610248026042,2.0845613193446546e-06
2016-01-11,-0.015885522904809296,-0.007528247203173337,-0.016434917226692596,-0.006090121861426501,2.0845613193446546e-06
2016-01-12,-0.008819775525250253,0.006527723958494888,-0.010973632721070378,0.0033581470181589957,2.0845613193446546e-06
2016-01-13,-0.01655104271451545,-0.01589129786935744,-0.01453032268609667,-0.0037295436558267814,2.084561319566699e-06
2016-01-14,0.013680835704000492,0.007977215271029363,0.014175955101959563,-0.014511827978792158,2.0845613193446546e-06
2016-01-15,-0.020858866242358002,-0.016403202141283286,-0.023851826909228255,-0.00296783340427356,2.0845613193446546e-06
2016-01-18,-0.019669219497830584,0.01147242050163966,-0.016521955836646122,0.002938272531043188,2.0845613193446546e-06
2016-01-19,0.002717351568659063,-0.0050826224028687195,0.0031581466889199746,-0.006569361279363778,2.0845613193446546e-06
2016-01-20,-0.00954331663905885,-0.012820688429061434,-0.010884892548036079,-0.009297247920924099,2.0845613193446546e-06
2016-01-21,0.0027359381281934782,0.02748968736594293,0.001910777896192485,0.001455593411213809,2.0845613193446546e-06
2016-01-22,0.007078770083680289,0.00613227436810805,0.008290695426421118,-0.004629220399018489,2.0845613193446546e-06
2016-01-26,-0.011185489414529064,-0.014072386322541156,-0.014140686848504828,-0.008320144812043215,4.169122638919319e-06
2016-01-27,0.027865965770885646,-0.00634680992844573,0.023171334423568404,-0.005789169123876312,2.0845613193446546e-06
2016-01-28,-0.0021366999372895547,0.00862184007559347,0.006596912478427244,-0.0023097701264645026,2.0845613193446546e-06
2016-01-29,0.046750831950279396,0.00037865295339953157,0.04494911211316086,0.012917933558505635,2.084561319566699e-06
2016-02-01,0.002802922292331557,-0.00012613752473277724,0.004050588427005072,0.0031470655273194096,2.0845613193446546e-06
2016-02-02,-0.046350363123449555,-0.016929084882260862,-0.04988023306021852,-0.000821658665915694,2.0845613193446546e-06
2016-02-03,0.02318336299156216,-0.023377727647696116,0.025402657737126765,0.011650966621488245,2.0845613193446546e-06
2016-02-04,0.03127651498130295,-0.0002628025120435385,0.030669849876586764,-0.0012157240088751303,2.0845613193446546e-06
2016-02-05,-0.0068380782251022685,-0.012033251474097138,-0.0056501489149247755,-0.0014189696182227473,2.084561319566699e-06
2016-02-10,-0.004840122320525602,0.0021262953141861773,-0.005310686937237821,0.0023364932640658185,2.0845613193446546e-06
2016-02-11,-0.024820278181019003,-0.004390372608403853,-0.026577886634273414,-0.0009697657656908363,2.0845613193446546e-06
2016-02-12,0.01377894612253816,0.021761511688608487,0.012385467831299488,-0.002570695503100866,2.0845613193446546e-06
2016-02-15,0.008228375040888284,0.020019983301309805,0.007133858366789806,-0.004582330453208955,2.0845613193446546e-06
2016-02-16,0.01751542261168243,0.013337804231161288,0.02110121357402038,0.0070037477163214885,2.0845613193446546e-06
2016-02-17,0.013993170661261925,-0.0031595602903684815,0.01654211299945872,-0.0021969654856345503,2.0845613193446546e-06
