date,valor
2015-11-10,100
2015-11-11,100.35670841171492
2015-11-12,99.95749917211374
2015-11-13,100.02590518275287
2015-11-16,100.287991749681
2015-11-17,100.72344237896993
2015-11-18,100.74205569271103
2015-11-19,100.98367166522866
2015-11-23,100.94351911099244
2015-11-24,101.01009964085637
2015-11-25,100.62388093172977
2015-11-26,100.68903239079978
2015-11-27,100.35043371618299
2015-11-30,100.54694659207756
2015-12-01,100.25723181510706
2015-12-02,100.17629671250096
2015-12-03,99.92213845796017
2015-12-04,99.88961211803095
2015-12-07,99.84019334128922
2015-12-08,99.7124298200445
2015-12-09,99.9700047841159
2015-12-10,100.13592519129327
2015-12-11,99.96901812522302
2015-12-14,99.69126767709471
2015-12-15,100.1145449909743
2015-12-16,99.61955859380183
2015-12-17,99.7521536823464
2015-12-18,99.25951268879751
2015-12-21,99.26562033114695
2015-12-22,99.62803803035523
2015-12-23,99.8967750138718
2015-12-28,99.41081759833
2015-12-29,99.64455782984912
2015-12-30,99.75808718862682
2016-01-04,99.00021160646617
2016-01-05,98.94598100178966
2016-01-06,98.5109887607293
2016-01-07,97.65505218007084
2016-01-08,97.30406845532896
2016-01-11,96.78446729983347
2016-01-12,96.84755132213635
2016-01-13,96.2049707479392
2016-01-14,96.340171918484
2016-01-15,95.63446422520629
2016-01-18,95.6092448444141
2016-01-19,95.45330648601357
2016-01-20,94.89864850782956
2016-01-21,95.52734382546151
2016-01-22,95.70082686011267
2016-01-26,95.10967575553644
2016-01-27,95.36042162765835
2016-01-28,95.47321931869882
2016-01-29,96.53425770888202
2016-02-01,96.66010430055768
2016-02-02,95.5443646268067
2016-02-03,95.72649039658396
2016-02-04,96.26364422695616
2016-02-05,95.91305291218609
2016-02-10,95.93317610660921
2016-02-11,95.42764289362358
2016-02-12,96.04686221586225
2016-02-15,96.51082139588415
2016-02-16,97.22963690821618
2016-02-17,97.39788137762126
2016-02-18,97.59653684947202
2016-02-19,97.50051978880053
2016-02-22,98.22942905521685
2016-02-23,97.71025113982631
2016-02-24,97.79177895477807
2016-02-25,98.00588790265027
2016-02-26,98.1758749742237
2016-02-29,98.67377036969947
2016-03-01,99.24993152725554
2016-03-02,99.6550751559225
2016-03-03,100.32188137688513
2016-03-04,101.3007820617465
2016-03-07,101.55765599826952
2016-03-08,101.2609604539306
2016-03-09,100.86096706628541
2016-03-10,101.2260109227941
2016-03-11,101.37291747484383
2016-03-14,101.2812915760239
2016-03-15,101.14109364967001
2016-03-16,101.41455659194338
2016-03-17,102.72616514370307
2016-03-18,102.50144923814335
2016-03-21,102.89243071611607
2016-03-22,102.92784366117326
2016-03-23,102.54239216599214
2016-03-24,102.72735175018069
2016-03-28,103.20306964209095
2016-03-29,103.64691731819251
2016-03-30,103.63013093618687
2016-03-31,103.12430149791484
2016-04-01,103.00016489672014
2016-04-04,102.42614839980469
2016-04-05,102.55788209899737
2016-04-06,102.42282019242225
2016-04-07,102.44923824454801
2016-04-08,102.91915754232627
2016-04-11,102.26939245045075
2016-04-12,103.28184826658638
2016-04-13,104.59471856131157
2016-04-14,103.75722516144819
2016-04-15,103.86562787655934
2016-04-18,105.43102032944665
2016-04-19,105.04548396495443
2016-04-20,105.05087389782543
2016-04-22,104.92766735647146
2016-04-25,104.46296635201078
2016-04-26,105.01606181473122
2016-04-27,105.7453185941834
2016-04-28,105.38546401492162
2016-04-29,104.83396493116662
2016-05-02,105.30995977630555
2016-05-03,105.01445247995682
2016-05-04,104.8038981902022
2016-05-05,104.57684334616185
2016-05-06,104.55005749922637
2016-05-09,104.21127251186587
2016-05-10,104.9582508234241
2016-05-11,104.9043755953932
2016-05-12,105.38181640970049
2016-05-13,105.10023235424671
2016-05-16,105.31395149131521
2016-05-17,104.823076588515
2016-05-18,105.08650541409477
2016-05-19,104.88898650684587
2016-05-20,104.58178504288358
2016-05-23,104.54594239374458
2016-05-24,104.9776774422525
2016-05-25,105.27076266808454
2016-05-27,105.38279039377578
2016-05-30,105.54327818441652
2016-05-31,105.30315542001966
2016-06-01,105.48736694985786
2016-06-02,105.93473664875931
2016-06-03,105.87382210350508
2016-06-06,105.82686900111663
2016-06-07,105.53666216855467
2016-06-08,105.92238190857287
2016-06-09,105.842434277781
2016-06-10,105.23095346338975
2016-06-13,105.40973585222295
2016-06-14,104.88339990584831
2016-06-15,104.96307993233637
2016-06-16,105.29277186210744
2016-06-17,104.9484295860589
2016-06-20,105.29019129039413
2016-06-21,105.63212762879063
2016-06-22,105.13131115877407
2016-06-23,105.81229344703124
2016-06-24,104.63510530184828
2016-06-27,104.09107888980488
2016-06-28,104.3583249832009
2016-06-29,104.71581413774577
2016-06-30,105.02494775552901
2016-07-01,105.6773775473806
2016-07-04,105.69306380418165
2016-07-05,105.79631550012562
2016-07-06,106.13728401839413
2016-07-07,106.36840345048542
2016-07-08,106.89589996562145
2016-07-11,107.38312891744866
2016-07-12,107.54611465668935
2016-07-13,107.5942142312028
2016-07-14,108.03585822928235
2016-07-15,108.42242651306907
2016-07-18,108.9205636022018
2016-07-19,109.22682456139297
2016-07-20,109.3890457877835
2016-07-21,109.59590841841666
2016-07-22,109.75351967004653
2016-07-25,109.9953963000757
2016-07-26,109.86942971522616
2016-07-27,109.95878880809911
