date,valor
2019-12-27,99.99999999999999
2019-12-30,99.62859822322008
2020-01-02,101.26191928739081
2020-01-03,101.45582255104335
2020-01-06,101.1701931737914
2020-01-07,100.98802117693886
2020-01-08,100.37370611729506
2020-01-09,100.55378575120224
2020-01-10,100.50744935720012
2020-01-13,101.73040909300607
2020-01-14,101.68977272544097
2020-01-15,101.76316006530399
2020-01-16,102.00100358197386
2020-01-17,102.32931038759747
2020-01-20,102.80742752728119
2020-01-21,101.9870848058877
2020-01-22,102.11123775638711
2020-01-23,102.39261198397796
2020-01-24,101.7984915115668
2020-01-27,99.98686728598985
2020-01-28,100.89009565108486
2020-01-29,100.81490915133182
2020-01-30,100.9937757383397
2020-01-31,99.90107132680996
2020-02-03,100.09807544759698
2020-02-04,100.9842882737775
2020-02-05,101.25822404895834
2020-02-06,101.43086129437998
2020-02-07,100.89694075712224
2020-02-10,100.88491123590401
2020-02-11,101.9269729924975
2020-02-12,102.73543185304402
2020-02-13,102.37911726865693
2020-02-14,101.75144082628853
2020-02-17,102.7307066561406
2020-02-18,102.31491626987875
2020-02-19,102.67479251079291
2020-02-20,102.17759411365077
2020-02-21,101.60964532033627
2020-02-26,96.70175703643935
2020-02-27,94.882955918295
2020-02-28,94.68788577815856
2020-03-02,97.30359236111887
2020-03-03,96.31269407071008
2020-03-04,98.79540471874355
2020-03-05,96.48340080179318
2020-03-06,94.33495934810176
2020-03-09,87.63207966638538
2020-03-10,91.05683210552493
2020-03-11,87.39333570179303
2020-03-12,78.98572803428523
2020-03-13,85.29265708733425
2020-03-16,78.10749295607553
2020-03-17,80.03161998128351
2020-03-18,74.03126009738581
2020-03-19,73.70310392534599
2020-03-20,72.87955317669234
2020-03-23,70.43437678005489
2020-03-24,75.5482111385186
2020-03-25,77.99867263062686
2020-03-26,81.38009557850063
2020-03-27,79.94114263627071
2020-03-30,82.117571267105
2020-03-31,81.18793228225904
2020-04-01,78.56508284780512
2020-04-02,79.47856494370548
2020-04-03,78.12784010560152
2020-04-06,81.49141085082067
2020-04-07,82.5109966215358
2020-04-08,83.98083604888166
2020-04-09,83.99514988053377
2020-04-13,84.7271352705123
2020-04-14,86.14369662388337
2020-04-15,85.50816494488019
2020-04-16,85.83995151765305
2020-04-17,86.58219704975379
2020-04-20,86.24308453736764
2020-04-22,87.56664240346005
2020-04-23,88.00230899380595
2020-04-24,86.81645100131952
2020-04-27,88.65728952323678
2020-04-28,89.0971026363405
2020-04-29,89.78990957349528
2020-04-30,89.07125434495134
2020-05-04,88.17774243267155
2020-05-05,88.96251843329762
2020-05-06,89.26379472709691
2020-05-07,90.42891021146022
2020-05-08,90.82512618177051
2020-05-11,90.87455973882324
2020-05-12,89.95557010260234
2020-05-13,89.38381947016737
2020-05-14,89.51333615237475
2020-05-15,89.3732467080598
2020-05-18,91.09694883746998
2020-05-19,91.34420672468909
2020-05-20,91.34761452807892
2020-05-21,91.00677957474147
2020-05-22,91.10993395199637
2020-05-25,92.16915174424062
2020-05-26,91.52075750605596
2020-05-27,92.65067499155367
2020-05-28,92.94028680754226
2020-05-29,93.27245669450902
2020-06-01,94.20222078311818
2020-06-02,94.7765687463822
2020-06-03,95.2577622492022
2020-06-04,95.89900140019851
2020-06-05,96.28455983739673
2020-06-08,97.27172060319569
2020-06-09,96.90297655026606
2020-06-10,96.54296532758224
2020-06-12,94.74845605590187
2020-06-15,95.37264293998417
2020-06-16,96.97287778326476
2020-06-17,97.79255165820133
2020-06-18,98.88964898317883
2020-06-19,98.41195812158138
2020-06-22,97.84372257262069
2020-06-23,97.56251422162089
2020-06-24,97.12112465779758
2020-06-25,98.15223761034255
2020-06-26,97.33440177553952
2020-06-29,98.28800540924618
2020-06-30,98.85955780953398
2020-07-01,98.68351618256715
2020-07-02,99.18326807514707
2020-07-03,99.58931580949753
2020-07-06,100.55808306482078
2020-07-07,99.89166460670722
2020-07-08,100.49783566238378
2020-07-09,99.85160120781578
2020-07-10,100.45460259260678
2020-07-13,99.89482313269241
